,SRR_id,tissue_name,STAR_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,bam_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,star_start_time,star_end_time,deseq2_star_start_time,deseq2_star_end_time
32,SRR14132098,kidney_cells,89.12,2007386141,13675145186,2742001362,111,47970593,8,r7a.2xlarge,single,i-043c011f355a31bc1,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR14132098_STAR_normalized_counts.tsv,2024-03-03T15:44:16,2024-03-03T15:44:59,2024-03-03T15:44:59,2024-03-03T15:45:38,2024-03-03T15:45:38,2024-03-03T15:48:35,2024-03-03T15:48:35,2024-03-03T15:48:42
33,ERR6212760,kidney_cells,86.28,285614284,1979491578,347641766,111,2943007,8,r7a.2xlarge,paired,i-0cbf72f4ef5cceb5c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/ERR6212760_STAR_normalized_counts.tsv,2024-03-03T15:44:09,2024-03-03T15:44:16,2024-03-03T15:44:16,2024-03-03T15:44:19,2024-03-03T15:44:19,2024-03-03T15:44:45,2024-03-03T15:44:45,2024-03-03T15:44:51
34,SRR15269032,kidney_cells,84.84,641019564,4908559872,817031579,111,6402928,8,r7a.2xlarge,paired,i-0718fd42cf2462117,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR15269032_STAR_normalized_counts.tsv,2024-03-03T15:46:14,2024-03-03T15:46:30,2024-03-03T15:46:30,2024-03-03T15:46:36,2024-03-03T15:46:36,2024-03-03T15:48:47,2024-03-03T15:48:47,2024-03-03T15:48:53
35,SRR13444190,kidney_cells,66.64,5254599524,41666530506,9921983014,111,54210487,8,r7a.2xlarge,paired,i-0463fffa708a8722e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR13444190_STAR_normalized_counts.tsv,2024-03-03T15:45:48,2024-03-03T15:47:40,2024-03-03T15:47:40,2024-03-03T15:51:06,2024-03-03T15:51:06,2024-03-03T16:08:28,2024-03-03T16:08:28,2024-03-03T16:08:35
36,SRR2895311,kidney_cells,66.58,5364156270,51498502728,17285909296,111,86956409,8,r7a.2xlarge,paired,i-0e6b507204a135eea,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR2895311_STAR_normalized_counts.tsv,2024-03-03T15:47:03,2024-03-03T15:48:58,2024-03-03T15:48:58,2024-03-03T15:53:19,2024-03-03T15:53:19,2024-03-03T16:08:11,2024-03-03T16:08:11,2024-03-03T16:08:17
37,SRR17010969,lymphoid_tissue,83.56,2747624855,17412527292,3628563335,111,23830171,8,r7a.2xlarge,paired,i-0c13f9bb4a58bb56c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR17010969_STAR_normalized_counts.tsv,2024-03-03T15:48:40,2024-03-03T15:49:44,2024-03-03T15:49:44,2024-03-03T15:50:38,2024-03-03T15:50:38,2024-03-03T16:00:48,2024-03-03T16:00:48,2024-03-03T16:00:54
38,SRR11476811,lymphoid_tissue,76.64,2035144983,16879329712,2824857055,111,21866261,8,r7a.2xlarge,paired,i-0d17cd1c909baee02,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476811_STAR_normalized_counts.tsv,2024-03-03T15:43:15,2024-03-03T15:43:59,2024-03-03T15:43:59,2024-03-03T15:44:50,2024-03-03T15:44:50,2024-03-03T15:51:14,2024-03-03T15:51:14,2024-03-03T15:51:19
39,SRR11476774,lymphoid_tissue,55.9,1845113197,15122198768,4044897488,111,19601917,8,r7a.2xlarge,paired,i-0b0f5569acb552c4d,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476774_STAR_normalized_counts.tsv,2024-03-03T15:40:51,2024-03-03T15:41:31,2024-03-03T15:41:31,2024-03-03T15:42:15,2024-03-03T15:42:15,2024-03-03T15:48:56,2024-03-03T15:48:56,2024-03-03T15:49:03
40,SRR9861664,nervous_cells,87.21,2670462437,19123935620,4418770116,111,41598083,8,r7a.2xlarge,paired,i-0a879098c1f1a24ef,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR9861664_STAR_normalized_counts.tsv,2024-03-03T15:49:13,2024-03-03T15:50:10,2024-03-03T15:50:10,2024-03-03T15:51:10,2024-03-03T15:51:10,2024-03-03T15:55:55,2024-03-03T15:55:55,2024-03-03T15:56:01
41,SRR12520097,nervous_cells,86.91,2039467098,10980000668,2076774498,111,32264740,8,r7a.2xlarge,single,i-0b0f5569acb552c4d,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12520097_STAR_normalized_counts.tsv,2024-03-03T15:49:05,2024-03-03T15:49:47,2024-03-03T15:49:47,2024-03-03T15:50:14,2024-03-03T15:50:14,2024-03-03T15:52:41,2024-03-03T15:52:41,2024-03-03T15:52:47
42,ERR2704987,nervous_cells,80,246837660,1762528280,552693000,111,7720292,8,r7a.2xlarge,single,i-0cbf72f4ef5cceb5c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR2704987_STAR_normalized_counts.tsv,2024-03-03T15:45:41,2024-03-03T15:45:47,2024-03-03T15:45:47,2024-03-03T15:45:50,2024-03-03T15:45:50,2024-03-03T15:46:24,2024-03-03T15:46:24,2024-03-03T15:46:31
43,ERR4318992,nervous_cells,79.72,237357296,1651147620,525715757,111,7233452,8,r7a.2xlarge,single,i-0cbf72f4ef5cceb5c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR4318992_STAR_normalized_counts.tsv,2024-03-03T15:44:51,2024-03-03T15:44:56,2024-03-03T15:44:56,2024-03-03T15:44:59,2024-03-03T15:44:59,2024-03-03T15:45:33,2024-03-03T15:45:33,2024-03-03T15:45:40
44,SRR12564326,nervous_cells,74.89,3309775028,16469889392,3904902682,111,50423848,8,r7a.2xlarge,single,i-0fcf1e87f340ec9a2,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564326_STAR_normalized_counts.tsv,2024-03-03T15:47:47,2024-03-03T15:48:55,2024-03-03T15:48:55,2024-03-03T15:49:44,2024-03-03T15:49:44,2024-03-03T15:53:31,2024-03-03T15:53:31,2024-03-03T15:53:37
45,SRR12564321,nervous_cells,74.22,3468073785,17452123142,4101079989,111,53426602,8,r7a.2xlarge,single,i-0fe7f1597ef56cae7,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564321_STAR_normalized_counts.tsv,2024-03-03T15:47:01,2024-03-03T15:48:15,2024-03-03T15:48:15,2024-03-03T15:49:07,2024-03-03T15:49:07,2024-03-03T15:53:19,2024-03-03T15:53:19,2024-03-03T15:53:24
46,SRR9192586,ovarian_cells,79.63,4533144880,33673177884,7232229668,111,72586257,8,r7a.2xlarge,paired,i-0a97cdf06dd1df39f,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/ovarian_cells/normalized_counts/SRR9192586_STAR_normalized_counts.tsv,2024-03-03T15:42:31,2024-03-03T15:44:08,2024-03-03T15:44:08,2024-03-03T15:46:40,2024-03-03T15:46:40,2024-03-03T15:59:50,2024-03-03T15:59:50,2024-03-03T15:59:56
47,SRR1503857,prostate_tissue,81.2,803243777,6725496356,1349200811,111,27100725,8,r7a.2xlarge,single,i-0718fd42cf2462117,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1503857_STAR_normalized_counts.tsv,2024-03-03T15:48:55,2024-03-03T15:49:11,2024-03-03T15:49:11,2024-03-03T15:49:24,2024-03-03T15:49:24,2024-03-03T15:50:47,2024-03-03T15:50:47,2024-03-03T15:50:54
48,SRR22229936,prostate_tissue,80.86,233512359,2449233886,373408582,111,8215687,8,r7a.2xlarge,single,i-043c011f355a31bc1,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR22229936_STAR_normalized_counts.tsv,2024-03-03T15:48:44,2024-03-03T15:48:49,2024-03-03T15:48:49,2024-03-03T15:48:53,2024-03-03T15:48:53,2024-03-03T15:49:28,2024-03-03T15:49:28,2024-03-03T15:49:34
49,SRR1260106,prostate_tissue,62.6,469157628,3471696290,787540425,111,14414434,8,r7a.2xlarge,single,i-0cbf72f4ef5cceb5c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1260106_STAR_normalized_counts.tsv,2024-03-03T15:42:52,2024-03-03T15:43:02,2024-03-03T15:43:02,2024-03-03T15:43:08,2024-03-03T15:43:08,2024-03-03T15:44:03,2024-03-03T15:44:03,2024-03-03T15:44:08
