,SRR_id,tissue_name,STAR_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,bam_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,star_start_time,star_end_time,deseq2_star_start_time,deseq2_star_end_time
16,SRR16541622,endothelium,15.59,462164864,3083482152,712008985,111,4047606,8,r6i.2xlarge,paired,i-021b78ed6c60890c6,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/endothelium/normalized_counts/SRR16541622_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:06,2024-03-03T13:15:06,2024-03-03T13:15:12,2024-03-03T13:15:12,2024-03-03T13:20:24,2024-03-03T13:20:24,2024-03-03T13:20:41
17,SRR1724263,epithelium,74.79,308957579,1596629830,404512028,111,7301402,8,r6i.2xlarge,single,i-0d3c805053770f1bd,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/epithelium/normalized_counts/SRR1724263_STAR_normalized_counts.tsv,2024-03-03T13:16:10,2024-03-03T13:16:18,2024-03-03T13:16:18,2024-03-03T13:16:25,2024-03-03T13:16:25,2024-03-03T13:17:00,2024-03-03T13:17:00,2024-03-03T13:17:06
18,SRR18253073,epithelium,69.16,341167589,1824622598,341296364,111,6894039,8,r6i.2xlarge,single,i-0d3c805053770f1bd,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/epithelium/normalized_counts/SRR18253073_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:05,2024-03-03T13:15:05,2024-03-03T13:15:09,2024-03-03T13:15:09,2024-03-03T13:15:48,2024-03-03T13:15:48,2024-03-03T13:16:10
19,SRR7093856,fibroblasts,90.11,472412659,3960475540,697422325,111,17262586,8,r6i.2xlarge,single,i-01a072c1627b6ab26,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR7093856_STAR_normalized_counts.tsv,2024-03-03T13:21:59,2024-03-03T13:22:09,2024-03-03T13:22:09,2024-03-03T13:22:19,2024-03-03T13:22:19,2024-03-03T13:23:27,2024-03-03T13:23:27,2024-03-03T13:23:34
20,SRR8866763,fibroblasts,80.94,780890977,5293829668,1345682677,111,21878497,8,r6i.2xlarge,single,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR8866763_STAR_normalized_counts.tsv,2024-03-03T13:21:22,2024-03-03T13:21:41,2024-03-03T13:21:41,2024-03-03T13:21:52,2024-03-03T13:21:52,2024-03-03T13:23:30,2024-03-03T13:23:30,2024-03-03T13:23:36
21,SRR8981819,fibroblasts,78.69,6421228614,37875218184,8479503941,111,49432431,8,r6i.2xlarge,paired,i-021b78ed6c60890c6,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR8981819_STAR_normalized_counts.tsv,2024-03-03T13:20:42,2024-03-03T13:23:01,2024-03-03T13:23:01,2024-03-03T13:26:07,2024-03-03T13:26:07,2024-03-03T13:52:37,2024-03-03T13:52:37,2024-03-03T13:52:44
22,ERR5769920,fibroblasts,75.6,1582690562,10595385740,3246847898,111,15994423,8,r6i.2xlarge,paired,i-0fe69e3890ff2d966,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/ERR5769920_STAR_normalized_counts.tsv,2024-03-03T13:19:30,2024-03-03T13:20:06,2024-03-03T13:20:06,2024-03-03T13:20:33,2024-03-03T13:20:33,2024-03-03T13:25:47,2024-03-03T13:25:47,2024-03-03T13:25:53
23,ERR3671311,heart_muscle,90.07,410926012,3436222438,532335341,111,14932640,8,r6i.2xlarge,single,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/ERR3671311_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:06,2024-03-03T13:15:06,2024-03-03T13:15:15,2024-03-03T13:15:15,2024-03-03T13:16:13,2024-03-03T13:16:13,2024-03-03T13:16:27
24,SRR4240822,heart_muscle,90.05,2554703581,16369328280,3828072833,111,31800345,8,r6i.2xlarge,paired,i-0e8e60707bf274e43,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR4240822_STAR_normalized_counts.tsv,2024-03-03T13:25:30,2024-03-03T13:26:27,2024-03-03T13:26:27,2024-03-03T13:27:16,2024-03-03T13:27:16,2024-03-03T13:31:38,2024-03-03T13:31:38,2024-03-03T13:31:45
25,SRR12503616,heart_muscle,88.66,1720016748,13332049450,1980839346,111,41099010,8,r6i.2xlarge,single,i-02f1da2a55ef88c76,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR12503616_STAR_normalized_counts.tsv,2024-03-03T13:19:53,2024-03-03T13:20:33,2024-03-03T13:20:33,2024-03-03T13:21:13,2024-03-03T13:21:13,2024-03-03T13:24:50,2024-03-03T13:24:50,2024-03-03T13:24:56
26,SRR16145819,heart_muscle,88.55,2152535766,16629364226,2485144901,111,51246194,8,r6i.2xlarge,single,i-0897ab628ca9e17d6,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR16145819_STAR_normalized_counts.tsv,2024-03-03T13:23:48,2024-03-03T13:24:41,2024-03-03T13:24:41,2024-03-03T13:25:33,2024-03-03T13:25:33,2024-03-03T13:30:13,2024-03-03T13:30:13,2024-03-03T13:30:20
27,SRR12495892,intestine,82.46,1981200625,15452537308,2290079643,111,20131381,8,r6i.2xlarge,paired,i-02f1da2a55ef88c76,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR12495892_STAR_normalized_counts.tsv,2024-03-03T13:24:58,2024-03-03T13:25:41,2024-03-03T13:25:41,2024-03-03T13:26:27,2024-03-03T13:26:27,2024-03-03T13:39:57,2024-03-03T13:39:57,2024-03-03T13:40:03
28,SRR1220504,intestine,74.91,1360639506,6494987908,3039211168,111,9586715,8,r6i.2xlarge,paired,i-01a072c1627b6ab26,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR1220504_STAR_normalized_counts.tsv,2024-03-03T13:16:10,2024-03-03T13:16:42,2024-03-03T13:16:42,2024-03-03T13:16:55,2024-03-03T13:16:55,2024-03-03T13:19:26,2024-03-03T13:19:26,2024-03-03T13:19:33
29,SRR11245149,intestine,62.05,3886013024,17940220944,12465950375,111,50603525,8,r6i.2xlarge,single,i-03937740042e64e29,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR11245149_STAR_normalized_counts.tsv,2024-03-03T13:14:55,2024-03-03T13:16:17,2024-03-03T13:16:17,2024-03-03T13:17:13,2024-03-03T13:17:13,2024-03-03T13:25:17,2024-03-03T13:25:17,2024-03-03T13:25:32
30,SRR10600396,intestine,8.42,11808688005,77111111184,18144299777,111,100000000,8,r6i.2xlarge,paired,i-0db525233171a8f6d,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/intestine/normalized_counts/SRR10600396_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:19:16,2024-03-03T13:19:16,2024-03-03T13:26:17,2024-03-03T13:26:17,2024-03-03T15:12:05,2024-03-03T15:12:05,2024-03-03T15:12:23
31,SRR15269003,kidney_cells,89.69,742089882,5432454912,930248865,111,7085083,8,r6i.2xlarge,paired,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR15269003_STAR_normalized_counts.tsv,2024-03-03T13:23:37,2024-03-03T13:23:55,2024-03-03T13:23:55,2024-03-03T13:24:05,2024-03-03T13:24:05,2024-03-03T13:27:52,2024-03-03T13:27:52,2024-03-03T13:27:58
32,SRR14132098,kidney_cells,89.12,2007386141,13675145186,2742024014,111,47970593,8,r6i.2xlarge,single,i-03937740042e64e29,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR14132098_STAR_normalized_counts.tsv,2024-03-03T13:25:34,2024-03-03T13:26:18,2024-03-03T13:26:18,2024-03-03T13:26:59,2024-03-03T13:26:59,2024-03-03T13:31:03,2024-03-03T13:31:03,2024-03-03T13:31:10
33,ERR6212760,kidney_cells,86.28,285614284,1979491578,347637430,111,2943007,8,r6i.2xlarge,paired,i-0897ab628ca9e17d6,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/ERR6212760_STAR_normalized_counts.tsv,2024-03-03T13:22:53,2024-03-03T13:23:00,2024-03-03T13:23:00,2024-03-03T13:23:04,2024-03-03T13:23:04,2024-03-03T13:23:41,2024-03-03T13:23:41,2024-03-03T13:23:48
34,SRR15269032,kidney_cells,84.84,641019564,4908559872,817031579,111,6402928,8,r6i.2xlarge,paired,i-0fe69e3890ff2d966,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR15269032_STAR_normalized_counts.tsv,2024-03-03T13:25:55,2024-03-03T13:26:10,2024-03-03T13:26:10,2024-03-03T13:26:19,2024-03-03T13:26:19,2024-03-03T13:29:46,2024-03-03T13:29:46,2024-03-03T13:29:51
35,SRR13444190,kidney_cells,66.64,5254599524,41666530506,9921918597,111,54210487,8,r6i.2xlarge,paired,i-00f90078dd0f4bfd9,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR13444190_STAR_normalized_counts.tsv,2024-03-03T13:25:32,2024-03-03T13:27:22,2024-03-03T13:27:22,2024-03-03T13:30:54,2024-03-03T13:30:54,2024-03-03T13:57:32,2024-03-03T13:57:32,2024-03-03T13:57:39
36,SRR2895311,kidney_cells,66.58,5364156270,51498502728,17285959163,111,86956409,8,r6i.2xlarge,paired,i-0d3c805053770f1bd,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR2895311_STAR_normalized_counts.tsv,2024-03-03T13:27:14,2024-03-03T13:29:13,2024-03-03T13:29:13,2024-03-03T13:33:36,2024-03-03T13:33:36,2024-03-03T13:54:13,2024-03-03T13:54:13,2024-03-03T13:54:20
37,SRR17010969,lymphoid_tissue,83.56,2747624855,17412527292,3628610758,111,23830171,8,r6i.2xlarge,paired,i-0580fa03ac095abf0,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR17010969_STAR_normalized_counts.tsv,2024-03-03T13:14:59,2024-03-03T13:16:09,2024-03-03T13:16:09,2024-03-03T13:17:03,2024-03-03T13:17:03,2024-03-03T13:35:44,2024-03-03T13:35:44,2024-03-03T13:35:57
38,SRR11476811,lymphoid_tissue,76.64,2035144983,16879329712,2824908168,111,21866261,8,r6i.2xlarge,paired,i-08b52364a6ec60091,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476811_STAR_normalized_counts.tsv,2024-03-03T13:14:56,2024-03-03T13:15:44,2024-03-03T13:15:44,2024-03-03T13:16:36,2024-03-03T13:16:36,2024-03-03T13:27:08,2024-03-03T13:27:08,2024-03-03T13:27:22
39,SRR11476774,lymphoid_tissue,55.9,1845113197,15122198768,4044905709,111,19601917,8,r6i.2xlarge,paired,i-0274931caed2a410c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476774_STAR_normalized_counts.tsv,2024-03-03T13:24:28,2024-03-03T13:25:09,2024-03-03T13:25:09,2024-03-03T13:25:54,2024-03-03T13:25:54,2024-03-03T13:36:14,2024-03-03T13:36:14,2024-03-03T13:36:20
40,SRR9861664,nervous_cells,87.21,2670462437,19123935620,4418751035,111,41598083,8,r6i.2xlarge,paired,i-00f90078dd0f4bfd9,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR9861664_STAR_normalized_counts.tsv,2024-03-03T13:16:35,2024-03-03T13:17:36,2024-03-03T13:17:36,2024-03-03T13:18:38,2024-03-03T13:18:38,2024-03-03T13:25:24,2024-03-03T13:25:24,2024-03-03T13:25:30
41,SRR12520097,nervous_cells,86.91,2039467098,10980000668,2076759353,111,32264740,8,r6i.2xlarge,single,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12520097_STAR_normalized_counts.tsv,2024-03-03T13:16:28,2024-03-03T13:17:15,2024-03-03T13:17:15,2024-03-03T13:17:46,2024-03-03T13:17:46,2024-03-03T13:21:14,2024-03-03T13:21:14,2024-03-03T13:21:20
42,ERR2704987,nervous_cells,80,246837660,1762528280,552693000,111,7720292,8,r6i.2xlarge,single,i-06ddd875879e268ba,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR2704987_STAR_normalized_counts.tsv,2024-03-03T13:28:10,2024-03-03T13:28:16,2024-03-03T13:28:16,2024-03-03T13:28:21,2024-03-03T13:28:21,2024-03-03T13:29:08,2024-03-03T13:29:08,2024-03-03T13:29:14
43,ERR4318992,nervous_cells,79.72,237357296,1651147620,525715757,111,7233452,8,r6i.2xlarge,single,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR4318992_STAR_normalized_counts.tsv,2024-03-03T13:27:59,2024-03-03T13:28:04,2024-03-03T13:28:04,2024-03-03T13:28:09,2024-03-03T13:28:09,2024-03-03T13:28:56,2024-03-03T13:28:56,2024-03-03T13:29:01
44,SRR12564326,nervous_cells,74.89,3309775028,16469889392,3904823244,111,50423848,8,r6i.2xlarge,single,i-01a072c1627b6ab26,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564326_STAR_normalized_counts.tsv,2024-03-03T13:23:35,2024-03-03T13:24:43,2024-03-03T13:24:43,2024-03-03T13:25:34,2024-03-03T13:25:34,2024-03-03T13:31:08,2024-03-03T13:31:08,2024-03-03T13:31:15
45,SRR12564321,nervous_cells,74.22,3468073785,17452123142,4101079989,111,53426602,8,r6i.2xlarge,single,i-0d3c805053770f1bd,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564321_STAR_normalized_counts.tsv,2024-03-03T13:17:07,2024-03-03T13:18:27,2024-03-03T13:18:27,2024-03-03T13:19:22,2024-03-03T13:19:22,2024-03-03T13:25:58,2024-03-03T13:25:58,2024-03-03T13:26:05
46,SRR9192586,ovarian_cells,79.63,4533144880,33673177884,7232229668,111,72586257,8,r6i.2xlarge,paired,i-085c4f3b2c9063bb3,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/ovarian_cells/normalized_counts/SRR9192586_STAR_normalized_counts.tsv,2024-03-03T13:26:48,2024-03-03T13:28:25,2024-03-03T13:28:25,2024-03-03T13:30:59,2024-03-03T13:30:59,2024-03-03T13:50:44,2024-03-03T13:50:44,2024-03-03T13:50:52
47,SRR1503857,prostate_tissue,81.2,803243777,6725496356,1349200811,111,27100725,8,r6i.2xlarge,single,i-0bf5b6e858c7cb6ce,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1503857_STAR_normalized_counts.tsv,2024-03-03T13:29:02,2024-03-03T13:29:19,2024-03-03T13:29:19,2024-03-03T13:29:34,2024-03-03T13:29:34,2024-03-03T13:31:31,2024-03-03T13:31:31,2024-03-03T13:31:36
48,SRR22229936,prostate_tissue,80.86,233512359,2449233886,373414130,111,8215687,8,r6i.2xlarge,single,i-0d3c805053770f1bd,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR22229936_STAR_normalized_counts.tsv,2024-03-03T13:26:06,2024-03-03T13:26:12,2024-03-03T13:26:12,2024-03-03T13:26:17,2024-03-03T13:26:17,2024-03-03T13:27:07,2024-03-03T13:27:07,2024-03-03T13:27:13
49,SRR1260106,prostate_tissue,62.6,469157628,3471696290,787535785,111,14414434,8,r6i.2xlarge,single,i-08b52364a6ec60091,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1260106_STAR_normalized_counts.tsv,2024-03-03T13:27:24,2024-03-03T13:27:34,2024-03-03T13:27:34,2024-03-03T13:27:42,2024-03-03T13:27:42,2024-03-03T13:29:05,2024-03-03T13:29:05,2024-03-03T13:29:11
