,SRR_id,tissue_name,STAR_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,bam_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,star_start_time,star_end_time,deseq2_star_start_time,deseq2_star_end_time
10,SRR6286060,endometrium,88.95,12593097152,67094509420,11386770261,111,95101538,8,r7i.2xlarge,paired,i-06cf2e91adbb01396,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6286060_STAR_normalized_counts.tsv,2024-03-03T14:55:38,2024-03-03T14:59:59,2024-03-03T14:59:59,2024-03-03T15:06:03,2024-03-03T15:06:03,2024-03-03T15:25:44,2024-03-03T15:25:44,2024-03-03T15:26:05
11,SRR11653996,endometrium,7.41,3936225218,26867333576,5959674904,111,34737400,8,r7i.2xlarge,paired,i-0e049ea7026f1d09e,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11653996_STAR_normalized_counts.tsv,2024-03-03T14:55:01,2024-03-03T14:56:25,2024-03-03T14:56:25,2024-03-03T14:57:57,2024-03-03T14:57:57,2024-03-03T15:25:50,2024-03-03T15:25:50,2024-03-03T15:26:05
12,SRR12235078,endothelium,87.96,1315865469,6836599308,1651346137,111,19431176,8,r7i.2xlarge,single,i-076ad1ae95bcc3361,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR12235078_STAR_normalized_counts.tsv,2024-03-03T14:55:37,2024-03-03T14:56:04,2024-03-03T14:56:04,2024-03-03T14:56:19,2024-03-03T14:56:19,2024-03-03T14:58:29,2024-03-03T14:58:29,2024-03-03T14:58:42
13,SRR21986285,endothelium,80.42,617689140,4449293694,1102623269,111,19204009,8,r7i.2xlarge,single,i-06b05c9e821d28a45,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR21986285_STAR_normalized_counts.tsv,2024-03-03T14:56:04,2024-03-03T14:56:18,2024-03-03T14:56:18,2024-03-03T14:56:29,2024-03-03T14:56:29,2024-03-03T14:58:20,2024-03-03T14:58:20,2024-03-03T14:58:33
14,SRR14233734,endothelium,79.38,404785467,2244972644,867133760,111,12442484,8,r7i.2xlarge,single,i-07f17c4840017830e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR14233734_STAR_normalized_counts.tsv,2024-03-03T14:55:38,2024-03-03T14:55:49,2024-03-03T14:55:49,2024-03-03T14:55:55,2024-03-03T14:55:55,2024-03-03T14:57:01,2024-03-03T14:57:01,2024-03-03T14:57:15
15,SRR6879134,endothelium,78.4,8995876464,81048949452,16741897555,111,117391579,8,r7i.2xlarge,paired,i-076ad1ae95bcc3361,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR6879134_STAR_normalized_counts.tsv,2024-03-03T14:58:44,2024-03-03T15:02:02,2024-03-03T15:02:02,2024-03-03T15:09:18,2024-03-03T15:09:18,2024-03-03T15:43:23,2024-03-03T15:43:23,2024-03-03T15:43:30
16,SRR16541622,endothelium,15.59,462164864,3083482152,712018680,111,4047606,8,r7i.2xlarge,paired,i-0a8b4984eae13d068,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/endothelium/normalized_counts/SRR16541622_STAR_normalized_counts.tsv,2024-03-03T14:55:38,2024-03-03T14:55:49,2024-03-03T14:55:49,2024-03-03T14:55:53,2024-03-03T14:55:53,2024-03-03T15:00:20,2024-03-03T15:00:20,2024-03-03T15:00:34
17,SRR1724263,epithelium,74.79,308957579,1596629830,404512028,111,7301402,8,r7i.2xlarge,single,i-03d252d36fd81ec1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/epithelium/normalized_counts/SRR1724263_STAR_normalized_counts.tsv,2024-03-03T14:55:28,2024-03-03T14:55:35,2024-03-03T14:55:35,2024-03-03T14:55:41,2024-03-03T14:55:41,2024-03-03T14:56:12,2024-03-03T14:56:12,2024-03-03T14:56:34
18,SRR18253073,epithelium,69.16,341167589,1824622598,341289804,111,6894039,8,r7i.2xlarge,single,i-083c8de0688534c5f,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/epithelium/normalized_counts/SRR18253073_STAR_normalized_counts.tsv,2024-03-03T14:55:39,2024-03-03T14:55:48,2024-03-03T14:55:48,2024-03-03T14:55:51,2024-03-03T14:55:51,2024-03-03T14:56:24,2024-03-03T14:56:24,2024-03-03T14:56:36
19,SRR7093856,fibroblasts,90.11,472412659,3960475540,697427343,111,17262586,8,r7i.2xlarge,single,i-0f0bb1a78732c7502,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR7093856_STAR_normalized_counts.tsv,2024-03-03T14:55:41,2024-03-03T14:55:51,2024-03-03T14:55:51,2024-03-03T14:56:00,2024-03-03T14:56:00,2024-03-03T14:57:05,2024-03-03T14:57:05,2024-03-03T14:57:18
20,SRR8866763,fibroblasts,80.94,780890977,5293829668,1345682677,111,21878497,8,r7i.2xlarge,single,i-0dcef2692cbfbc42d,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR8866763_STAR_normalized_counts.tsv,2024-03-03T14:56:04,2024-03-03T14:56:22,2024-03-03T14:56:22,2024-03-03T14:56:31,2024-03-03T14:56:31,2024-03-03T14:58:03,2024-03-03T14:58:03,2024-03-03T14:58:16
21,SRR8981819,fibroblasts,78.69,6421228614,37875218184,8479503941,111,49432431,8,r7i.2xlarge,paired,i-0094d61112b9ca341,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/SRR8981819_STAR_normalized_counts.tsv,2024-03-03T14:55:41,2024-03-03T14:57:55,2024-03-03T14:57:55,2024-03-03T15:01:06,2024-03-03T15:01:06,2024-03-03T15:26:23,2024-03-03T15:26:23,2024-03-03T15:26:37
22,ERR5769920,fibroblasts,75.6,1582690562,10595385740,3246847898,111,15994423,8,r7i.2xlarge,paired,i-0d4c06facdd2c389e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/fibroblasts/normalized_counts/ERR5769920_STAR_normalized_counts.tsv,2024-03-03T14:55:37,2024-03-03T14:56:10,2024-03-03T14:56:10,2024-03-03T14:56:37,2024-03-03T14:56:37,2024-03-03T15:01:42,2024-03-03T15:01:42,2024-03-03T15:01:58
23,ERR3671311,heart_muscle,90.07,410926012,3436222438,532336547,111,14932640,8,r7i.2xlarge,single,i-03d252d36fd81ec1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/ERR3671311_STAR_normalized_counts.tsv,2024-03-03T15:02:29,2024-03-03T15:02:39,2024-03-03T15:02:39,2024-03-03T15:02:46,2024-03-03T15:02:46,2024-03-03T15:03:37,2024-03-03T15:03:37,2024-03-03T15:03:42
24,SRR4240822,heart_muscle,90.05,2554703581,16369328280,3828026396,111,31800345,8,r7i.2xlarge,paired,i-07f17c4840017830e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR4240822_STAR_normalized_counts.tsv,2024-03-03T15:05:17,2024-03-03T15:06:17,2024-03-03T15:06:17,2024-03-03T15:07:06,2024-03-03T15:07:06,2024-03-03T15:11:03,2024-03-03T15:11:03,2024-03-03T15:11:09
25,SRR12503616,heart_muscle,88.66,1720016748,13332049450,1980839346,111,41099010,8,r7i.2xlarge,single,i-07f17c4840017830e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR12503616_STAR_normalized_counts.tsv,2024-03-03T15:00:29,2024-03-03T15:01:07,2024-03-03T15:01:07,2024-03-03T15:01:45,2024-03-03T15:01:45,2024-03-03T15:05:09,2024-03-03T15:05:09,2024-03-03T15:05:15
26,SRR16145819,heart_muscle,88.55,2152535766,16629364226,2485144901,111,51246194,8,r7i.2xlarge,single,i-03d252d36fd81ec1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/heart_muscle/normalized_counts/SRR16145819_STAR_normalized_counts.tsv,2024-03-03T14:56:35,2024-03-03T14:57:21,2024-03-03T14:57:21,2024-03-03T14:58:11,2024-03-03T14:58:11,2024-03-03T15:02:22,2024-03-03T15:02:22,2024-03-03T15:02:27
27,SRR12495892,intestine,82.46,1981200625,15452537308,2290078963,111,20131381,8,r7i.2xlarge,paired,i-0f0bb1a78732c7502,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR12495892_STAR_normalized_counts.tsv,2024-03-03T14:58:08,2024-03-03T14:58:47,2024-03-03T14:58:47,2024-03-03T14:59:32,2024-03-03T14:59:32,2024-03-03T15:11:22,2024-03-03T15:11:22,2024-03-03T15:11:27
28,SRR1220504,intestine,74.91,1360639506,6494987908,3039211168,111,9586715,8,r7i.2xlarge,paired,i-07f17c4840017830e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR1220504_STAR_normalized_counts.tsv,2024-03-03T14:57:16,2024-03-03T14:57:44,2024-03-03T14:57:44,2024-03-03T14:57:58,2024-03-03T14:57:58,2024-03-03T15:00:22,2024-03-03T15:00:22,2024-03-03T15:00:28
29,SRR11245149,intestine,62.05,3886013024,17940220944,12465921810,111,50603525,8,r7i.2xlarge,single,i-083c8de0688534c5f,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/intestine/normalized_counts/SRR11245149_STAR_normalized_counts.tsv,2024-03-03T14:56:37,2024-03-03T14:57:52,2024-03-03T14:57:52,2024-03-03T14:58:47,2024-03-03T14:58:47,2024-03-03T15:05:52,2024-03-03T15:05:52,2024-03-03T15:05:58
30,SRR10600396,intestine,8.42,11808688005,77111111184,18144286413,111,100000000,8,r7i.2xlarge,paired,i-0fc8514b56478b008,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/intestine/normalized_counts/SRR10600396_STAR_normalized_counts.tsv,2024-03-03T15:04:28,2024-03-03T15:08:39,2024-03-03T15:08:39,2024-03-03T15:15:35,2024-03-03T15:15:35,2024-03-03T16:59:59,2024-03-03T16:59:59,2024-03-03T17:00:06
31,SRR15269003,kidney_cells,89.69,742089882,5432454912,930223619,111,7085083,8,r7i.2xlarge,paired,i-0dcef2692cbfbc42d,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR15269003_STAR_normalized_counts.tsv,2024-03-03T14:58:17,2024-03-03T14:58:33,2024-03-03T14:58:33,2024-03-03T14:58:42,2024-03-03T14:58:42,2024-03-03T15:02:03,2024-03-03T15:02:03,2024-03-03T15:02:08
32,SRR14132098,kidney_cells,89.12,2007386141,13675145186,2741980080,111,47970593,8,r7i.2xlarge,single,i-0ea53dacf65be9a59,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR14132098_STAR_normalized_counts.tsv,2024-03-03T15:00:17,2024-03-03T15:01:03,2024-03-03T15:01:03,2024-03-03T15:01:43,2024-03-03T15:01:43,2024-03-03T15:05:28,2024-03-03T15:05:28,2024-03-03T15:05:34
33,ERR6212760,kidney_cells,86.28,285614284,1979491578,347639939,111,2943007,8,r7i.2xlarge,paired,i-0f0bb1a78732c7502,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/ERR6212760_STAR_normalized_counts.tsv,2024-03-03T14:57:19,2024-03-03T14:57:26,2024-03-03T14:57:26,2024-03-03T14:57:29,2024-03-03T14:57:29,2024-03-03T14:58:02,2024-03-03T14:58:02,2024-03-03T14:58:07
34,SRR15269032,kidney_cells,84.84,641019564,4908559872,817041005,111,6402928,8,r7i.2xlarge,paired,i-0ea53dacf65be9a59,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR15269032_STAR_normalized_counts.tsv,2024-03-03T15:05:35,2024-03-03T15:05:52,2024-03-03T15:05:52,2024-03-03T15:05:59,2024-03-03T15:05:59,2024-03-03T15:09:04,2024-03-03T15:09:04,2024-03-03T15:09:09
35,SRR13444190,kidney_cells,66.64,5254599524,41666530506,9921918597,111,54210487,8,r7i.2xlarge,paired,i-0e6d2f90286f85595,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR13444190_STAR_normalized_counts.tsv,2024-03-03T15:05:29,2024-03-03T15:07:26,2024-03-03T15:07:26,2024-03-03T15:10:51,2024-03-03T15:10:51,2024-03-03T15:35:46,2024-03-03T15:35:46,2024-03-03T15:35:52
36,SRR2895311,kidney_cells,66.58,5364156270,51498502728,17285959163,111,86956409,8,r7i.2xlarge,paired,i-06b05c9e821d28a45,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/kidney_cells/normalized_counts/SRR2895311_STAR_normalized_counts.tsv,2024-03-03T14:58:34,2024-03-03T15:00:25,2024-03-03T15:00:25,2024-03-03T15:04:51,2024-03-03T15:04:51,2024-03-03T15:24:55,2024-03-03T15:24:55,2024-03-03T15:25:02
37,SRR17010969,lymphoid_tissue,83.56,2747624855,17412527292,3628563335,111,23830171,8,r7i.2xlarge,paired,i-03d252d36fd81ec1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR17010969_STAR_normalized_counts.tsv,2024-03-03T15:05:17,2024-03-03T15:06:29,2024-03-03T15:06:29,2024-03-03T15:07:21,2024-03-03T15:07:21,2024-03-03T15:22:40,2024-03-03T15:22:40,2024-03-03T15:22:46
38,SRR11476811,lymphoid_tissue,76.64,2035144983,16879329712,2824898368,111,21866261,8,r7i.2xlarge,paired,i-0a8b4984eae13d068,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476811_STAR_normalized_counts.tsv,2024-03-03T15:00:35,2024-03-03T15:01:23,2024-03-03T15:01:23,2024-03-03T15:02:14,2024-03-03T15:02:14,2024-03-03T15:11:10,2024-03-03T15:11:10,2024-03-03T15:11:16
39,SRR11476774,lymphoid_tissue,55.9,1845113197,15122198768,4044897488,111,19601917,8,r7i.2xlarge,paired,i-058db1f82fa4f2ce7,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476774_STAR_normalized_counts.tsv,2024-03-03T15:00:51,2024-03-03T15:01:34,2024-03-03T15:01:34,2024-03-03T15:02:19,2024-03-03T15:02:19,2024-03-03T15:11:45,2024-03-03T15:11:45,2024-03-03T15:11:51
40,SRR9861664,nervous_cells,87.21,2670462437,19123935620,4418758833,111,41598083,8,r7i.2xlarge,paired,i-0c30146ff8b692a78,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR9861664_STAR_normalized_counts.tsv,2024-03-03T15:03:26,2024-03-03T15:04:26,2024-03-03T15:04:26,2024-03-03T15:05:27,2024-03-03T15:05:27,2024-03-03T15:12:25,2024-03-03T15:12:25,2024-03-03T15:12:32
41,SRR12520097,nervous_cells,86.91,2039467098,10980000668,2076785665,111,32264740,8,r7i.2xlarge,single,i-0d4c06facdd2c389e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12520097_STAR_normalized_counts.tsv,2024-03-03T15:01:59,2024-03-03T15:02:46,2024-03-03T15:02:46,2024-03-03T15:03:16,2024-03-03T15:03:16,2024-03-03T15:06:41,2024-03-03T15:06:41,2024-03-03T15:06:47
42,ERR2704987,nervous_cells,80,246837660,1762528280,552693000,111,7720292,8,r7i.2xlarge,single,i-058db1f82fa4f2ce7,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR2704987_STAR_normalized_counts.tsv,2024-03-03T14:59:48,2024-03-03T14:59:54,2024-03-03T14:59:54,2024-03-03T14:59:58,2024-03-03T14:59:58,2024-03-03T15:00:44,2024-03-03T15:00:44,2024-03-03T15:00:50
43,ERR4318992,nervous_cells,79.72,237357296,1651147620,525715757,111,7233452,8,r7i.2xlarge,single,i-0ea53dacf65be9a59,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/ERR4318992_STAR_normalized_counts.tsv,2024-03-03T14:59:19,2024-03-03T14:59:24,2024-03-03T14:59:24,2024-03-03T14:59:28,2024-03-03T14:59:28,2024-03-03T15:00:11,2024-03-03T15:00:11,2024-03-03T15:00:16
44,SRR12564326,nervous_cells,74.89,3309775028,16469889392,3904896255,111,50423848,8,r7i.2xlarge,single,i-0896ec7f939aa0c1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564326_STAR_normalized_counts.tsv,2024-03-03T15:08:04,2024-03-03T15:09:14,2024-03-03T15:09:14,2024-03-03T15:10:05,2024-03-03T15:10:05,2024-03-03T15:16:02,2024-03-03T15:16:02,2024-03-03T15:16:08
45,SRR12564321,nervous_cells,74.22,3468073785,17452123142,4101079989,111,53426602,8,r7i.2xlarge,single,i-083c8de0688534c5f,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/nervous_cells/normalized_counts/SRR12564321_STAR_normalized_counts.tsv,2024-03-03T15:06:59,2024-03-03T15:08:23,2024-03-03T15:08:23,2024-03-03T15:09:17,2024-03-03T15:09:17,2024-03-03T15:14:45,2024-03-03T15:14:45,2024-03-03T15:14:50
46,SRR9192586,ovarian_cells,79.63,4533144880,33673177884,7232229668,111,72586257,8,r7i.2xlarge,paired,i-0dcef2692cbfbc42d,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/ovarian_cells/normalized_counts/SRR9192586_STAR_normalized_counts.tsv,2024-03-03T15:02:09,2024-03-03T15:03:51,2024-03-03T15:03:51,2024-03-03T15:06:24,2024-03-03T15:06:24,2024-03-03T15:24:18,2024-03-03T15:24:18,2024-03-03T15:24:24
47,SRR1503857,prostate_tissue,81.2,803243777,6725496356,1349210723,111,27100725,8,r7i.2xlarge,single,i-0d4c06facdd2c389e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1503857_STAR_normalized_counts.tsv,2024-03-03T15:06:48,2024-03-03T15:07:07,2024-03-03T15:07:07,2024-03-03T15:07:21,2024-03-03T15:07:21,2024-03-03T15:09:19,2024-03-03T15:09:19,2024-03-03T15:09:25
48,SRR22229936,prostate_tissue,80.86,233512359,2449233886,373416762,111,8215687,8,r7i.2xlarge,single,i-083c8de0688534c5f,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR22229936_STAR_normalized_counts.tsv,2024-03-03T15:06:00,2024-03-03T15:06:06,2024-03-03T15:06:06,2024-03-03T15:06:10,2024-03-03T15:06:10,2024-03-03T15:06:52,2024-03-03T15:06:52,2024-03-03T15:06:58
49,SRR1260106,prostate_tissue,62.6,469157628,3471696290,787533519,111,14414434,8,r7i.2xlarge,single,i-03d252d36fd81ec1e,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/prostate_tissue/normalized_counts/SRR1260106_STAR_normalized_counts.tsv,2024-03-03T15:03:43,2024-03-03T15:03:55,2024-03-03T15:03:55,2024-03-03T15:04:00,2024-03-03T15:04:00,2024-03-03T15:05:11,2024-03-03T15:05:11,2024-03-03T15:05:16
