,Run
188,SRR19717803
189,SRR17444743
190,SRR11517983
191,SRR3273080
192,SRR17442878
193,SRR17444717
194,SRR19039765
195,ERR4873660
196,SRR12885211
197,SRR19716944
198,SRR3664145
199,SRR11098967
200,SRR24045673
201,SRR19717250
202,SRR21814905
203,SRR7175273
204,SRR19718654
205,SRR6188341
206,SRR24045762
207,SRR10247683
208,SRR10509518
209,SRR17442895
210,SRR16693925
211,SRR19717393
212,SRR12604037
213,SRR19039762
214,SRR21623080
215,SRR21623143
216,SRR12435727
217,SRR21623145
218,SRR19717959
219,SRR19716862
220,SRR2061797
221,SRR8382645
222,SRR17237452
223,ERR2598161
224,SRR11517998
225,ERR4190332
226,SRR19716998
227,SRR21623082
228,SRR13697440
229,SRR19718233
230,SRR10247668
231,SRR24045756
232,SRR6188367
233,SRR19718218
234,SRR15860772
235,SRR17415043
236,SRR1946682
237,SRR10446210
238,SRR19718805
239,SRR17237401
240,SRR19718747
241,SRR15860686
242,SRR11594489
243,SRR11518015
244,SRR7189432
245,SRR19718023
246,SRR7189458
247,SRR17237470
248,SRR17032308
249,SRR7189417
250,SRR8713495
251,SRR18560548
252,SRR13537460
253,ERR3053519
254,SRR7175328
255,SRR13797169
256,SRR10759870
257,SRR9203723
258,SRR21622901
259,ERR038485
260,SRR1019406
261,ERR3053511
262,SRR10759863
263,SRR8382663
264,SRR12885185
265,SRR21623173
266,SRR17442792
267,SRR14575341
268,SRR17442917
269,ERR4873700
270,ERR4873654
271,SRR6154756
272,ERR3053557
273,SRR15694291
274,SRR19718420
275,SRR21623151
276,SRR10877931
277,SRR5826268
278,SRR19718143
279,SRR7175318
280,SRR5237638
281,SRR17442882
282,SRR6188375
283,SRR14575300
284,SRR19718610
285,SRR21622897
286,ERR315394
287,SRR17237465
288,SRR19717154
289,SRR8209867
290,SRR22071580
291,SRR8382627
292,SRR16693961
293,SRR17442786
294,SRR12455470
295,SRR19717879
296,SRR5826290
297,SRR11517973
298,SRR8382638
299,SRR9602581
300,SRR21814886
301,SRR13763205
302,ERR3053534
303,SRR10247681
304,SRR12435710
305,SRR12820271
306,SRR19718344
307,ERR4190155
308,SRR21623172
309,ERR2865421
310,SRR9602592
311,SRR5237618
312,SRR19717309
313,SRR12455476
314,SRR19716623
315,SRR19718947
316,SRR8382602
317,SRR10237476
318,SRR21623089
319,SRR19717840
320,SRR12885217
321,SRR11518019
322,ERR2812361
323,SRR19716865
324,SRR19718086
325,SRR10264370
326,SRR21623017
327,SRR18320938
328,SRR23113198
329,SRR21814891
330,SRR2061791
331,SRR11518037
332,SRR19718640
333,SRR12455477
334,SRR6188348
335,SRR7189430
336,ERR4230565
337,SRR24045731
338,SRR11518035
339,SRR17415051
340,SRR19718036
341,SRR19716754
342,SRR12435749
343,SRR16759794
344,SRR11518027
345,SRR7175262
346,SRR24045694
347,SRR5826271
348,SRR19717013
349,SRR8382656
350,ERR4873707
351,SRR10967910
352,SRR11100013
353,SRR19717955
354,SRR19716755
355,SRR11517988
356,SRR13797153
357,SRR21622993
358,SRR1957188
359,SRR19718132
360,SRR24045691
361,SRR8466324
362,SRR19716935
363,SRR24045593
364,SRR17442771
365,ERR4873673
366,SRR19717860
367,SRR19717390
368,SRR2061752
369,SRR19718369
370,SRR8713491
371,SRR19717499
372,SRR17237460
373,SRR2014237
374,SRR2061740
375,SRR8382607
376,SRR19716864
377,SRR24045686
378,SRR13349391
379,SRR6188356
380,SRR24045785
381,SRR19717859
382,SRR5237632
383,SRR14602126
384,SRR19718230
385,SRR3105537
386,SRR7189451
387,SRR19717596
388,SRR17415020
389,SRR075004
390,SRR17237475
391,SRR19716773
392,SRR19039804
393,SRR19717594
394,SRR16759782
395,SRR19717587
396,SRR19169751
397,SRR10462050
398,SRR13349371
399,SRR7175325
400,SRR10264379
401,SRR19717273
402,SRR19717421
403,SRR19717454
404,SRR11098969
405,SRR19717739
406,SRR21623101
407,SRR19718248
408,SRR19718606
409,SRR21623170
410,SRR19717540
411,SRR837850
412,SRR21814947
413,SRR17237406
414,SRR19716527
415,SRR6188342
416,SRR12885239
417,SRR19039812
418,SRR19717538
419,SRR8382658
420,SRR12885230
421,SRR8382651
422,SRR12885177
423,SRR19718329
424,SRR21623093
425,SRR10509509
426,SRR12435729
427,SRR8466315
428,SRR21623116
429,SRR24045786
430,SRR17442912
431,SRR21623178
432,SRR19716626
433,SRR5826270
434,SRR19717294
435,SRR7591909
436,SRR11518075
437,SRR6188338
438,SRR24045601
439,SRR24045665
440,SRR21623141
441,SRR13179683
442,SRR16759802
443,SRR12885216
444,SRR15860663
445,SRR21623097
446,SRR19716723
447,SRR17237479
448,SRR19718751
449,SRR24045696
450,SRR8382653
451,SRR8466338
452,SRR5237616
453,ERR2598144
454,SRR21622928
455,SRR21623119
456,SRR19716987
457,SRR12820263
458,SRR1946690
459,SRR19718609
460,SRR15860667
461,SRR7175259
462,SRR21623065
463,SRR7961280
464,SRR11098970
465,SRR19716784
466,SRR16693952
467,SRR19718774
468,SRR11517972
469,SRR17444696
470,SRR19717653
471,SRR19718124
472,SRR19717377
473,SRR21622969
474,SRR837844
475,SRR19717319
476,SRR24045764
477,SRR21622964
478,SRR21623139
479,SRR19039763
480,SRR12455471
481,SRR15860780
482,SRR19718324
483,SRR15860764
484,SRR24045653
485,SRR21623046
486,SRR7175296
487,SRR19718220
488,SRR11518057
489,SRR21814892
490,ERR4190339
491,SRR19717992
492,SRR23113204
493,SRR20077396
494,SRR19717251
495,SRR19716761
496,SRR21623159
497,SRR15860689
498,SRR19716671
499,SRR24045680
